format,task_group,task_id,episode_ix,seed,success,sum_reward,max_reward,video_path,predicted_video_path,output_dir
legacy_scene_graph,libero_spatial,8,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_8\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,8,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_8\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,9,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_9\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,9,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_9\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,9,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_9\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,9,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_9\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,2,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_2\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,2,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_2\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,2,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_2\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,2,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_2\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,6,0,1000,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_6\eval_episode_0.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,6,1,1001,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_6\eval_episode_1.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,6,2,1002,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_6\eval_episode_2.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
legacy_scene_graph,libero_spatial,6,3,1003,False,0.0,0.0,C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_22_00_56_24\legacy_scene_graph\videos\libero_spatial_6\eval_episode_3.mp4,,C:/Users/hassa/OneDrive/Desktop/EmbodimentSemantic/vla_benchmarking/ablation_outputs/sg_format_ablation_2026_07_22_00_56_24/legacy_scene_graph
