[2026-07-24 03:14:26] Run started: sg_format_ablation_2026_07_24_03_14_26
[2026-07-24 03:14:26] Manifest written: C:\Users\hassa\OneDrive\Desktop\EmbodimentSemantic\vla_benchmarking\ablation_outputs\sg_format_ablation_2026_07_24_03_14_26\ablation_manifest.json
[2026-07-24 03:14:26] Formats: triplet_published, triplet_human, triplet_human_bar, triplet_human_shared_subject, natural_separate, natural_compact, natural_compact_current, natural_compact_no_label, natural_compact_context_first
[2026-07-24 03:14:26] Tasks: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2026-07-24 03:14:26] Episodes per task/format: 1
[2026-07-24 03:14:26] Estimated prompt rows per format: 10
[2026-07-24 05:03:55] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=961/10
[2026-07-24 05:04:56] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=961/10
[2026-07-24 05:05:01] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=964/10
[2026-07-24 05:05:06] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=971/10
[2026-07-24 05:06:06] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=972/10
[2026-07-24 05:06:11] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=981/10
[2026-07-24 05:07:12] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=981/10
[2026-07-24 05:07:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=991/10
[2026-07-24 05:08:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=991/10
[2026-07-24 05:08:27] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1001/10
[2026-07-24 05:09:27] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1001/10
[2026-07-24 05:09:32] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1009/10
[2026-07-24 05:09:37] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1011/10
[2026-07-24 05:10:38] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1017/10
[2026-07-24 05:10:43] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1021/10
[2026-07-24 05:11:43] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1021/10
[2026-07-24 05:11:48] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1031/10
[2026-07-24 05:12:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1031/10
[2026-07-24 05:12:54] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1041/10
[2026-07-24 05:13:54] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1041/10
[2026-07-24 05:13:59] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1051/10
[2026-07-24 05:14:59] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1051/10
[2026-07-24 05:15:10] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1061/10
[2026-07-24 05:16:10] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1061/10
[2026-07-24 05:16:15] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1071/10
[2026-07-24 05:17:15] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1071/10
[2026-07-24 05:17:20] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1081/10
[2026-07-24 05:18:21] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1081/10
[2026-07-24 05:18:31] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1091/10
[2026-07-24 05:19:31] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1091/10
[2026-07-24 05:19:36] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1095/10
[2026-07-24 05:19:41] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1101/10
[2026-07-24 05:20:41] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1102/10
[2026-07-24 05:20:47] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1111/10
[2026-07-24 05:21:47] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1111/10
[2026-07-24 05:21:52] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1119/10
[2026-07-24 05:21:57] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1120/10
[2026-07-24 05:22:07] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1121/10
[2026-07-24 05:23:07] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1121/10
[2026-07-24 05:23:12] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1126/10
[2026-07-24 05:23:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1131/10
[2026-07-24 05:24:18] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1131/10
[2026-07-24 05:24:23] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1141/10
[2026-07-24 05:25:23] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1141/10
[2026-07-24 05:25:28] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1148/10
[2026-07-24 05:25:33] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1151/10
[2026-07-24 05:26:34] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1160/10
[2026-07-24 05:26:39] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1161/10
[2026-07-24 05:27:39] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1161/10
[2026-07-24 05:27:44] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1163/10
[2026-07-24 05:27:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1171/10
[2026-07-24 05:28:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1172/10
[2026-07-24 05:28:54] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1181/10
[2026-07-24 05:29:55] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1181/10
[2026-07-24 05:30:00] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1191/10
[2026-07-24 05:31:00] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1191/10
[2026-07-24 05:31:05] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1201/10
[2026-07-24 05:32:06] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1205/10
[2026-07-24 05:32:11] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1211/10
[2026-07-24 05:33:11] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1215/10
[2026-07-24 05:33:16] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1221/10
[2026-07-24 05:33:56] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1224/10
[2026-07-24 05:34:01] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1231/10
[2026-07-24 05:34:41] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1241/10
[2026-07-24 05:35:21] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1243/10
[2026-07-24 05:35:27] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1251/10
[2026-07-24 05:36:07] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1261/10
[2026-07-24 05:36:47] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1267/10
[2026-07-24 05:36:52] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1271/10
[2026-07-24 05:37:32] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1281/10
[2026-07-24 05:38:12] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1284/10
[2026-07-24 05:38:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1291/10
[2026-07-24 05:38:57] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1301/10
[2026-07-24 05:39:37] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1308/10
[2026-07-24 05:39:43] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1311/10
[2026-07-24 05:40:23] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1321/10
[2026-07-24 05:41:08] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1331/10
[2026-07-24 05:41:48] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1341/10
[2026-07-24 05:42:28] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1343/10
[2026-07-24 05:42:33] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1351/10
[2026-07-24 05:43:13] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1361/10
[2026-07-24 05:43:59] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1371/10
[2026-07-24 05:44:39] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1375/10
[2026-07-24 05:44:44] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1381/10
[2026-07-24 05:45:24] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1391/10
[2026-07-24 05:46:04] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1400/10
[2026-07-24 05:46:14] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1401/10
[2026-07-24 05:46:54] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1411/10
[2026-07-24 05:47:40] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1421/10
[2026-07-24 05:48:20] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1431/10
[2026-07-24 05:49:00] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1433/10
[2026-07-24 05:49:05] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1441/10
[2026-07-24 05:49:45] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1451/10
[2026-07-24 05:50:25] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1452/10
[2026-07-24 05:50:30] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1461/10
[2026-07-24 05:51:10] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1471/10
[2026-07-24 05:51:51] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1478/10
[2026-07-24 05:51:56] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1481/10
[2026-07-24 05:52:36] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1491/10
[2026-07-24 05:53:16] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1497/10
[2026-07-24 05:53:21] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1501/10
[2026-07-24 05:54:01] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1511/10
[2026-07-24 05:54:41] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1516/10
[2026-07-24 05:54:46] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1521/10
[2026-07-24 05:55:26] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1531/10
[2026-07-24 05:56:07] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1541/10
[2026-07-24 05:56:52] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1551/10
[2026-07-24 05:57:32] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1561/10
[2026-07-24 05:58:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1571/10
[2026-07-24 05:58:57] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1581/10
[2026-07-24 05:59:42] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1591/10
[2026-07-24 06:00:23] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1599/10
[2026-07-24 06:00:28] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1601/10
[2026-07-24 06:01:08] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1611/10
[2026-07-24 06:01:48] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1621/10
[2026-07-24 06:02:28] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1629/10
[2026-07-24 06:02:33] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1631/10
[2026-07-24 06:03:13] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1641/10
[2026-07-24 06:03:54] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1644/10
[2026-07-24 06:03:59] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1651/10
[2026-07-24 06:04:39] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1661/10
[2026-07-24 06:05:19] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1671/10
[2026-07-24 06:05:59] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1677/10
[2026-07-24 06:06:04] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1680/10
[2026-07-24 06:06:09] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1681/10
[2026-07-24 06:06:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1691/10
[2026-07-24 06:07:30] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1698/10
[2026-07-24 06:07:35] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1701/10
[2026-07-24 06:08:15] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1711/10
[2026-07-24 06:08:55] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1721/10
[2026-07-24 06:09:35] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1724/10
[2026-07-24 06:09:40] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1731/10
[2026-07-24 06:10:20] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1741/10
[2026-07-24 06:11:01] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1750/10
[2026-07-24 06:11:06] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1751/10
[2026-07-24 06:11:41] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1752/10
[2026-07-24 06:11:46] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1761/10
[2026-07-24 06:12:26] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1771/10
[2026-07-24 06:13:11] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1781/10
[2026-07-24 06:13:51] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1791/10
[2026-07-24 06:14:32] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1798/10
[2026-07-24 06:14:37] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1801/10
[2026-07-24 06:15:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1811/10
[2026-07-24 06:15:57] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1820/10
[2026-07-24 06:16:02] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1821/10
[2026-07-24 06:16:42] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1831/10
[2026-07-24 06:17:22] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1841/10
[2026-07-24 06:18:03] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1845/10
[2026-07-24 06:18:08] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1851/10
[2026-07-24 06:18:48] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1861/10
[2026-07-24 06:19:33] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1871/10
[2026-07-24 06:20:13] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1881/10
[2026-07-24 06:20:53] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1888/10
[2026-07-24 06:20:58] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1891/10
[2026-07-24 06:21:39] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1901/10
[2026-07-24 06:22:19] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1904/10
[2026-07-24 06:22:24] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1911/10
[2026-07-24 06:23:04] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1921/10
[2026-07-24 06:23:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1931/10
[2026-07-24 06:24:29] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1941/10
[2026-07-24 06:25:10] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1950/10
[2026-07-24 06:25:15] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1951/10
[2026-07-24 06:25:55] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1960/10
[2026-07-24 06:26:00] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1961/10
[2026-07-24 06:26:40] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1962/10
[2026-07-24 06:26:45] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1971/10
[2026-07-24 06:27:25] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1981/10
[2026-07-24 06:28:06] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1990/10
[2026-07-24 06:28:11] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=1991/10
[2026-07-24 06:28:51] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2001/10
[2026-07-24 06:29:36] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2011/10
[2026-07-24 06:30:16] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2021/10
[2026-07-24 06:30:56] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2023/10
[2026-07-24 06:31:01] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2031/10
[2026-07-24 06:31:42] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2041/10
[2026-07-24 06:32:27] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2051/10
[2026-07-24 06:33:07] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2061/10
[2026-07-24 06:33:52] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2071/10
[2026-07-24 06:34:33] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2081/10
[2026-07-24 06:35:13] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2083/10
[2026-07-24 06:35:18] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2091/10
[2026-07-24 06:35:58] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2101/10
[2026-07-24 06:36:38] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2106/10
[2026-07-24 06:36:43] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2111/10
[2026-07-24 06:37:23] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2121/10
[2026-07-24 06:38:04] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2131/10
[2026-07-24 06:38:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2141/10
[2026-07-24 06:39:29] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2147/10
[2026-07-24 06:39:34] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2151/10
[2026-07-24 06:40:14] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2161/10
[2026-07-24 06:40:55] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2171/10
[2026-07-24 06:41:40] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2181/10
[2026-07-24 06:42:20] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2191/10
[2026-07-24 06:43:00] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2193/10
[2026-07-24 06:43:05] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2201/10
[2026-07-24 06:43:45] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2211/10
[2026-07-24 06:44:26] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2218/10
[2026-07-24 06:44:31] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2221/10
[2026-07-24 06:45:11] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2231/10
[2026-07-24 06:45:56] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2240/10
[2026-07-24 06:46:01] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2241/10
[2026-07-24 06:46:41] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2251/10
[2026-07-24 06:47:22] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2258/10
[2026-07-24 06:47:27] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2261/10
[2026-07-24 06:48:07] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2271/10
[2026-07-24 06:48:52] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2281/10
[2026-07-24 06:49:32] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2291/10
[2026-07-24 06:50:12] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2297/10
[2026-07-24 06:50:17] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2301/10
[2026-07-24 06:50:58] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2311/10
[2026-07-24 06:51:38] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2316/10
[2026-07-24 06:51:43] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2321/10
[2026-07-24 06:52:23] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2331/10
[2026-07-24 06:53:03] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2341/10
[2026-07-24 06:53:44] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2343/10
[2026-07-24 06:53:49] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2351/10
[2026-07-24 06:54:29] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2360/10
[2026-07-24 06:54:34] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2361/10
[2026-07-24 06:55:14] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2371/10
[2026-07-24 06:55:59] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2381/10
[2026-07-24 06:56:45] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2391/10
[2026-07-24 06:57:25] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2401/10
[2026-07-24 06:58:10] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2411/10
[2026-07-24 06:58:50] PROGRESS format=triplet_published [1/9] format_est=100.0% overall_est=11.1% prompt_rows=2421/10
